Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Profit per Order,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
4,$231,Shipped Early,6,$154.44,1.00%,Office Supplies,San Diego,United States,Joel Eaton,0.00%,1,21-10-2016,CA-2016-144729,92037,"Belkin 19"" Vented Equipment Shelf, Black",$2,3,West,$1.54,$154,Consumer,25-10-2016,Standard Class,California,Storage
4,$91,Shipped Early,6,$60.98,7.50%,Office Supplies,Colorado Springs,United States,Elpida Rittenbach,20.00%,1,21-12-2015,CA-2015-127019,80906,Belkin 6 Outlet Metallic Surge Strip,$5,7,West,$4.57,$61,Corporate,25-12-2015,Standard Class,Colorado,Appliances
2,$293,Shipped Early,3,$195.47,-7.10%,Furniture,Bakersfield,United States,Jessica Myrick,15.00%,1,17-07-2015,CA-2015-138534,93309,"Sauder Camden County Collection Libraries, Planked Cherry Finish",($14),2,West,$-13.80,$195,Consumer,19-07-2015,Second Class,California,Bookcases
5,$35,Shipped Early,6,$23.68,26.30%,Furniture,Pompano Beach,United States,Saphhira Shifley,20.00%,1,30-04-2017,CA-2017-108322,33068,3M Hangers With Command Adhesive,$6,8,South,$6.22,$24,Corporate,05-05-2017,Standard Class,Florida,Furnishings
5,$4,Shipped Early,6,$2.38,31.30%,Technology,Pompano Beach,United States,Saphhira Shifley,20.00%,1,30-04-2017,CA-2017-108322,33068,Maxell 4.7GB DVD+R 5/Pack,$1,3,South,$0.74,$2,Corporate,05-05-2017,Standard Class,Florida,Accessories
2,$89,Shipped Late,1,$59.20,50.00%,Office Supplies,New York City,United States,Toby Carlisle,0.00%,1,06-05-2017,CA-2017-167668,10035,Avery 505,$30,4,East,$29.60,$59,Consumer,08-05-2017,First Class,New York,Labels
7,$33,Shipped Late,6,$22.00,44.00%,Office Supplies,Lakeville,United States,Hunter Glantz,0.00%,1,20-11-2017,CA-2017-146724,55044,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",$10,10,Central,$9.68,$22,Consumer,27-11-2017,Standard Class,Minnesota,Art
5,$386,Shipped Early,6,$257.98,29.00%,Technology,Detroit,United States,Lisa DeCherney,0.00%,1,11-11-2016,CA-2016-139878,48234,Digium D40 VoIP phone,$75,2,Central,$74.81,$258,Consumer,16-11-2016,Standard Class,Michigan,Phones
5,$36,Shipped Early,6,$23.99,-66.70%,Technology,Philadelphia,United States,Alejandro Savely,40.00%,1,05-11-2016,US-2016-106677,19134,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,($16),2,East,$-15.99,$24,Corporate,10-11-2016,Standard Class,Pennsylvania,Phones
6,$36,Shipped On Time,6,$23.98,-65.00%,Technology,Troy,United States,Michael Paige,40.00%,1,09-10-2016,CA-2016-116974,45373,Mediabridge Sport Armband iPhone 5s,($16),4,East,$-15.58,$24,Corporate,15-10-2016,Standard Class,Ohio,Phones
2,$901,Shipped Late,1,$601.54,0.00%,Furniture,Los Angeles,United States,Cynthia Delaney,20.00%,1,21-09-2015,CA-2015-149972,90036,Hon Every-Day Series Multi-Task Chairs,$0,4,West,$0.00,$602,Home Office,23-09-2015,First Class,California,Chairs
2,$12,Shipped Late,1,$7.90,32.00%,Office Supplies,Los Angeles,United States,Cynthia Delaney,0.00%,1,21-09-2015,CA-2015-149972,90036,Advantus Map Pennant Flags and Round Head Tacks,$3,2,West,$2.53,$8,Home Office,23-09-2015,First Class,California,Fasteners
4,$87,Shipped Early,6,$58.36,-42.50%,Furniture,Corpus Christi,United States,Michael Dominguez,60.00%,1,02-12-2014,US-2014-117744,78415,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",($25),5,Central,$-24.80,$58,Corporate,06-12-2014,Standard Class,Texas,Furnishings
4,$25,Shipped Early,6,$16.46,8.80%,Office Supplies,Corpus Christi,United States,Michael Dominguez,20.00%,1,02-12-2014,US-2014-117744,78415,Newell 343,$1,7,Central,$1.44,$16,Corporate,06-12-2014,Standard Class,Texas,Art
4,$60,Shipped Early,6,$39.96,-60.00%,Furniture,Corpus Christi,United States,Michael Dominguez,60.00%,1,02-12-2014,US-2014-117744,78415,12-1/2 Diameter Round Wall Clock,($24),5,Central,$-23.98,$40,Corporate,06-12-2014,Standard Class,Texas,Furnishings
1,$39,Shipped On Time,1,$25.96,29.00%,Office Supplies,Omaha,United States,Brian Moss,0.00%,1,21-09-2014,CA-2014-125514,68104,Fellowes Basic Home/Office Series Surge Protectors,$8,2,Central,$7.53,$26,Corporate,22-09-2014,First Class,Nebraska,Appliances
1,$54,Shipped On Time,1,$36.27,30.00%,Office Supplies,Omaha,United States,Brian Moss,0.00%,1,21-09-2014,CA-2014-125514,68104,Acco 6 Outlet Guardian Standard Surge Suppressor,$11,3,Central,$10.88,$36,Corporate,22-09-2014,First Class,Nebraska,Appliances
1,$10,Shipped On Time,1,$6.48,48.00%,Office Supplies,Omaha,United States,Brian Moss,0.00%,1,21-09-2014,CA-2014-125514,68104,Xerox 224,$3,1,Central,$3.11,$6,Corporate,22-09-2014,First Class,Nebraska,Paper
5,"$1,610",Shipped Early,6,"$1,075.09",8.80%,Technology,Redondo Beach,United States,Kean Nguyen,20.00%,1,12-04-2014,CA-2014-154599,90278,Pyle PMP37LED,$94,14,West,$94.07,"$1,075",Corporate,17-04-2014,Standard Class,California,Phones
5,$656,Shipped Early,6,$438.37,8.80%,Technology,Redondo Beach,United States,Kean Nguyen,20.00%,1,12-04-2014,CA-2014-154599,90278,AT&T 1080 Corded phone,$38,4,West,$38.36,$438,Corporate,17-04-2014,Standard Class,California,Phones
5,$27,Shipped Early,6,$18.09,36.30%,Office Supplies,Redondo Beach,United States,Kean Nguyen,20.00%,1,12-04-2014,CA-2014-154599,90278,Recycled Pressboard Report Cover with Reinforced Top Hinge,$7,7,West,$6.56,$18,Corporate,17-04-2014,Standard Class,California,Binders
5,$462,Shipped Early,6,$308.50,-5.90%,Furniture,Redondo Beach,United States,Kean Nguyen,15.00%,1,12-04-2014,CA-2014-154599,90278,O'Sullivan Living Dimensions 2-Shelf Bookcases,($18),3,West,$-18.15,$308,Corporate,17-04-2014,Standard Class,California,Bookcases
7,$20,Shipped Late,6,$13.36,31.00%,Office Supplies,Little Rock,United States,Ivan Gibson,0.00%,1,20-10-2017,CA-2017-158743,72209,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",$4,4,South,$4.14,$13,Consumer,27-10-2017,Standard Class,Arkansas,Art
7,$60,Shipped Late,6,$39.96,47.00%,Office Supplies,Little Rock,United States,Ivan Gibson,0.00%,1,20-10-2017,CA-2017-158743,72209,Xerox 1884,$19,2,South,$18.78,$40,Consumer,27-10-2017,Standard Class,Arkansas,Paper
7,$218,Shipped Late,6,$145.85,48.00%,Office Supplies,Little Rock,United States,Ivan Gibson,0.00%,1,20-10-2017,CA-2017-158743,72209,Binding Machine Supplies,$70,5,South,$70.01,$146,Consumer,27-10-2017,Standard Class,Arkansas,Binders
3,"$1,174",Shipped Late,1,$783.96,10.00%,Technology,Miami,United States,Jill Stevenson,20.00%,1,25-10-2016,CA-2016-153318,33180,Panasonic KX-TG9471B,$78,5,South,$78.40,$784,Corporate,28-10-2016,First Class,Florida,Phones
3,$12,Shipped Late,1,$7.88,22.50%,Office Supplies,Salem,United States,Guy Armstrong,20.00%,1,01-11-2015,US-2015-110163,97301,Lumber Crayons,$2,1,West,$1.77,$8,Consumer,04-11-2015,First Class,Oregon,Art
5,$62,Shipped Early,6,$41.37,42.00%,Furniture,Las Cruces,United States,Denise Leinenbach,0.00%,1,03-11-2017,CA-2017-143329,88001,9-3/4 Diameter Round Wall Clock,$17,3,West,$17.38,$41,Consumer,08-11-2017,Standard Class,New Mexico,Furnishings
4,$19,Shipped Early,6,$12.84,45.00%,Office Supplies,San Francisco,United States,Cindy Stewart,0.00%,1,12-05-2015,CA-2015-159380,94122,Xerox 1962,$6,3,West,$5.78,$13,Consumer,16-05-2015,Standard Class,California,Paper
4,$38,Shipped Early,6,$25.68,45.00%,Office Supplies,San Francisco,United States,Cindy Stewart,0.00%,1,12-05-2015,CA-2015-159380,94122,Xerox 1953,$12,6,West,$11.56,$26,Consumer,16-05-2015,Standard Class,California,Paper
4,$71,Shipped Early,6,$47.52,-4.30%,Furniture,El Paso,United States,Charles Crestani,30.00%,1,07-09-2015,CA-2015-122623,79907,"Metal Folding Chairs, Beige, 4/Carton",($2),2,Central,$-2.04,$48,Consumer,11-09-2015,Standard Class,Texas,Chairs
2,$14,Shipped Early,3,$9.42,5.00%,Office Supplies,Seattle,United States,Michelle Huthwaite,0.00%,1,25-07-2015,CA-2015-148635,98115,Plymouth Boxed Rubber Bands by Plymouth,$0,2,West,$0.47,$9,Consumer,27-07-2015,Second Class,Washington,Fasteners
2,$19,Shipped Early,3,$12.96,48.00%,Office Supplies,Seattle,United States,Michelle Huthwaite,0.00%,1,25-07-2015,CA-2015-148635,98115,Xerox 228,$6,2,West,$6.22,$13,Consumer,27-07-2015,Second Class,Washington,Paper
2,"$1,056",Shipped Early,3,$704.90,8.00%,Furniture,Seattle,United States,Michelle Huthwaite,0.00%,1,25-07-2015,CA-2015-148635,98115,"Sauder Forest Hills Library, Woodland Oak Finish",$56,5,West,$56.39,$705,Consumer,27-07-2015,Second Class,Washington,Bookcases
2,$841,Shipped Early,3,$561.57,5.00%,Furniture,Seattle,United States,Michelle Huthwaite,20.00%,1,25-07-2015,CA-2015-148635,98115,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,$28,2,West,$28.08,$562,Consumer,27-07-2015,Second Class,Washington,Chairs
2,$269,Shipped Early,3,$179.82,47.00%,Office Supplies,Milwaukee,United States,Mike Pelletier,0.00%,1,16-11-2015,CA-2015-135685,53209,Xerox 191,$85,9,Central,$84.52,$180,Home Office,18-11-2015,Second Class,Wisconsin,Paper
2,$278,Shipped Early,3,$185.58,41.00%,Furniture,Milwaukee,United States,Mike Pelletier,0.00%,1,16-11-2015,CA-2015-135685,53209,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",$76,6,Central,$76.09,$186,Home Office,18-11-2015,Second Class,Wisconsin,Furnishings
2,$321,Shipped Early,3,$214.11,17.00%,Furniture,Milwaukee,United States,Mike Pelletier,0.00%,1,16-11-2015,CA-2015-135685,53209,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",$36,3,Central,$36.40,$214,Home Office,18-11-2015,Second Class,Wisconsin,Tables
2,"$1,498",Shipped Early,3,$999.96,23.00%,Technology,Milwaukee,United States,Mike Pelletier,0.00%,1,16-11-2015,CA-2015-135685,53209,Logitech diNovo Edge Keyboard,$230,4,Central,$229.99,"$1,000",Home Office,18-11-2015,Second Class,Wisconsin,Accessories
2,$979,Shipped Early,3,$653.55,17.00%,Furniture,Milwaukee,United States,Mike Pelletier,0.00%,1,16-11-2015,CA-2015-135685,53209,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",$111,3,Central,$111.10,$654,Home Office,18-11-2015,Second Class,Wisconsin,Tables
7,$172,Shipped Late,6,$114.60,45.00%,Office Supplies,Franklin,United States,Daniel Raglin,0.00%,1,01-09-2015,CA-2015-104626,2038,Deluxe Heavy-Duty Vinyl Round Ring Binder,$52,5,East,$51.57,$115,Home Office,08-09-2015,Standard Class,Massachusetts,Binders
7,$91,Shipped Late,6,$60.74,25.00%,Furniture,Franklin,United States,Daniel Raglin,0.00%,1,01-09-2015,CA-2015-104626,2038,"Global Value Steno Chair, Gray",$15,1,East,$15.19,$61,Home Office,08-09-2015,Standard Class,Massachusetts,Chairs
7,$186,Shipped Late,6,$124.36,22.00%,Furniture,Franklin,United States,Daniel Raglin,0.00%,1,01-09-2015,CA-2015-104626,2038,Deflect-o Glass Clear Studded Chair Mats,$27,2,East,$27.36,$124,Home Office,08-09-2015,Standard Class,Massachusetts,Furnishings
7,"$1,631",Shipped Late,6,"$1,088.76",29.00%,Office Supplies,Franklin,United States,Daniel Raglin,0.00%,1,01-09-2015,CA-2015-104626,2038,Adjustable Depth Letter/Legal Cart,$316,6,East,$315.74,"$1,089",Home Office,08-09-2015,Standard Class,Massachusetts,Storage
3,$10,Shipped Late,1,$6.72,35.00%,Office Supplies,Encinitas,United States,Darrin Martin,20.00%,1,05-05-2016,CA-2016-160500,92024,Computer Printout Index Tabs,$2,5,West,$2.35,$7,Consumer,08-05-2016,First Class,California,Binders
3,$447,Shipped Late,1,$298.78,2.50%,Furniture,Encinitas,United States,Darrin Martin,20.00%,1,05-05-2016,CA-2016-160500,92024,Bevis 36 x 72 Conference Tables,$7,3,West,$7.47,$299,Consumer,08-05-2016,First Class,California,Tables
5,$453,Shipped Early,6,$302.38,7.50%,Technology,Anaheim,United States,Brian DeCherney,20.00%,1,31-12-2016,CA-2017-100202,92804,Adtran 1202752G1,$23,3,West,$22.68,$302,Consumer,05-01-2017,Standard Class,California,Phones
2,$13,Shipped Late,1,$8.93,6.20%,Office Supplies,Arlington,United States,Dan Campbell,20.00%,1,18-09-2017,CA-2017-131016,76017,Newell 314,$1,2,Central,$0.56,$9,Consumer,20-09-2017,First Class,Texas,Art
2,$71,Shipped Late,1,$47.58,-6.20%,Office Supplies,Arlington,United States,Dan Campbell,20.00%,1,18-09-2017,CA-2017-131016,76017,Acco Perma 2700 Stacking Storage Drawers,($3),2,Central,$-2.97,$48,Consumer,20-09-2017,First Class,Texas,Storage
5,$51,Shipped Early,6,$33.79,31.30%,Office Supplies,Houston,United States,Michelle Tran,20.00%,1,25-09-2014,US-2014-112914,77041,Xerox 1954,$11,8,Central,$10.56,$34,Home Office,30-09-2014,Standard Class,Texas,Paper
5,$450,Shipped Early,6,$300.53,-32.40%,Furniture,Houston,United States,Michelle Tran,32.00%,1,25-09-2014,US-2014-112914,77041,O'Sullivan Living Dimensions 5-Shelf Bookcases,($97),2,Central,$-97.23,$301,Home Office,30-09-2014,Standard Class,Texas,Bookcases
5,$4,Shipped Early,6,$2.72,-160.00%,Office Supplies,Houston,United States,Michelle Tran,80.00%,1,25-09-2014,US-2014-112914,77041,Avery Self-Adhesive Photo Pockets for Polaroid Photos,($4),2,Central,$-4.36,$3,Home Office,30-09-2014,Standard Class,Texas,Binders
5,$5,Shipped Early,6,$3.26,33.80%,Office Supplies,Houston,United States,Michelle Tran,20.00%,1,25-09-2014,US-2014-112914,77041,Poly String Tie Envelopes,$1,2,Central,$1.10,$3,Home Office,30-09-2014,Standard Class,Texas,Envelopes
3,$162,Shipped Late,1,$108.34,35.00%,Office Supplies,Lancaster,United States,Max Jones,20.00%,1,23-04-2016,CA-2016-124149,43130,Embossed Ink Jet Note Cards,$38,6,East,$37.92,$108,Consumer,26-04-2016,First Class,Ohio,Paper
3,$84,Shipped Late,1,$55.92,11.30%,Office Supplies,Lancaster,United States,Max Jones,20.00%,1,23-04-2016,CA-2016-124149,43130,Eldon Fold 'N Roll Cart System,$6,5,East,$6.29,$56,Consumer,26-04-2016,First Class,Ohio,Storage
3,$117,Shipped Late,1,$78.30,37.50%,Office Supplies,Lancaster,United States,Max Jones,20.00%,1,23-04-2016,CA-2016-124149,43130,Xerox 1942,$29,2,East,$29.36,$78,Consumer,26-04-2016,First Class,Ohio,Paper
4,$665,Shipped Early,6,$443.92,-21.30%,Office Supplies,Portland,United States,Natalie DeCherney,20.00%,1,01-11-2014,CA-2014-148915,97206,"Carina Mini System Audio Rack, Model AR050B",($94),5,West,$-94.33,$444,Consumer,05-11-2014,Standard Class,Oregon,Storage
4,$234,Shipped Early,6,$155.98,35.00%,Technology,Portland,United States,Natalie DeCherney,20.00%,1,01-11-2014,CA-2014-148915,97206,Plantronics Voyager Pro HD - Bluetooth Headset,$55,3,West,$54.59,$156,Consumer,05-11-2014,Standard Class,Oregon,Phones
5,$23,Shipped Late,3,$15.47,27.00%,Office Supplies,Hoover,United States,Carol Adams,0.00%,1,26-01-2017,CA-2017-134649,35244,Newell 311,$4,7,South,$4.18,$15,Corporate,31-01-2017,Second Class,Alabama,Art
5,$11,Shipped Late,3,$7.16,48.00%,Office Supplies,Hoover,United States,Carol Adams,0.00%,1,26-01-2017,CA-2017-134649,35244,Avery Poly Binder Pockets,$3,2,South,$3.44,$7,Corporate,31-01-2017,Second Class,Alabama,Binders
5,$16,Shipped Early,6,$10.89,26.00%,Office Supplies,Los Angeles,United States,Guy Armstrong,0.00%,1,11-11-2017,CA-2017-110842,90036,Belkin 6 Outlet Metallic Surge Strip,$3,1,West,$2.83,$11,Consumer,16-11-2017,Standard Class,California,Appliances
5,$29,Shipped Early,6,$19.44,48.00%,Office Supplies,Los Angeles,United States,Guy Armstrong,0.00%,1,11-11-2017,CA-2017-110842,90036,Xerox 201,$9,3,West,$9.33,$19,Consumer,16-11-2017,Standard Class,California,Paper
5,$182,Shipped Early,6,$121.60,32.50%,Office Supplies,Los Angeles,United States,Guy Armstrong,20.00%,1,11-11-2017,CA-2017-110842,90036,Ibico Plastic Spiral Binding Combs,$40,5,West,$39.52,$122,Consumer,16-11-2017,Standard Class,California,Binders
3,"$1,042",Shipped Late,1,$695.70,-4.00%,Technology,Tallahassee,United States,Toby Carlisle,50.00%,1,09-06-2016,CA-2016-147368,32303,Cisco CP-7937G Unified IP Conference Station Phone,($28),2,South,$-27.83,$696,Consumer,12-06-2016,First Class,Florida,Machines
5,$180,Shipped Late,3,$120.33,26.00%,Office Supplies,New York City,United States,Jennifer Braxton,0.00%,1,03-09-2015,US-2015-104185,10009,Iceberg Mobile Mega Data/Printer Cart,$31,1,East,$31.29,$120,Corporate,08-09-2015,Second Class,New York,Storage
5,"$1,707",Shipped Early,6,"$1,139.92",25.00%,Furniture,Chesapeake,United States,Christine Kargatis,0.00%,1,14-03-2014,US-2014-125521,23320,Global Commerce Series High-Back Swivel/Tilt Chairs,$285,4,South,$284.98,"$1,140",Home Office,19-03-2014,Standard Class,Virginia,Chairs
4,$344,Shipped Late,3,$229.54,36.30%,Office Supplies,Fayetteville,United States,Rob Lucas,20.00%,1,31-08-2017,US-2017-135062,28314,Xerox 1945,$83,7,South,$83.21,$230,Consumer,04-09-2017,Second Class,North Carolina,Paper
4,$215,Shipped Early,6,$143.73,-22.50%,Office Supplies,Huntsville,United States,Anna Chung,20.00%,1,23-03-2017,CA-2017-135650,77340,Fellowes Officeware Wire Shelving,($32),2,Central,$-32.34,$144,Consumer,27-03-2017,Standard Class,Texas,Storage
4,$54,Shipped Early,6,$36.05,-2.50%,Technology,Philadelphia,United States,Brosina Hoffman,20.00%,1,18-05-2017,CA-2017-112865,19140,KeyTronic KT800P2 - Keyboard - Black,($1),3,East,$-0.90,$36,Consumer,22-05-2017,Standard Class,Pennsylvania,Accessories
4,"$1,266",Shipped Early,6,$845.49,-1.40%,Furniture,Woodstock,United States,Brooke Gillingham,30.00%,1,27-12-2016,US-2016-162852,60098,"Global Manager's Adjustable Task Chair, Storm",($12),8,Central,$-12.08,$845,Corporate,31-12-2016,Standard Class,Illinois,Chairs
3,$76,Shipped Late,1,$50.94,28.00%,Office Supplies,Everett,United States,Xylona Preis,0.00%,1,17-11-2017,CA-2017-138163,2149,Stanley Bostitch Contemporary Electric Pencil Sharpeners,$14,3,East,$14.26,$51,Consumer,20-11-2017,First Class,Massachusetts,Art
5,"$1,142",Shipped Early,6,$762.59,-150.00%,Office Supplies,Chicago,United States,Skye Norling,80.00%,1,10-09-2017,CA-2017-152093,60653,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"($1,144)",3,Central,"$-1,143.89",$763,Home Office,15-09-2017,Standard Class,Illinois,Binders
7,$84,Shipped Late,6,$56.28,28.00%,Furniture,Roswell,United States,Denise Monton,0.00%,1,08-04-2017,CA-2017-157854,30076,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",$16,6,South,$15.76,$56,Corporate,15-04-2017,Standard Class,Georgia,Furnishings
7,"$4,030",Shipped Late,6,"$2,690.97",47.00%,Office Supplies,Roswell,United States,Denise Monton,0.00%,1,08-04-2017,CA-2017-157854,30076,GBC DocuBind TL300 Electric Binding System,"$1,265",3,South,"$1,264.76","$2,691",Corporate,15-04-2017,Standard Class,Georgia,Binders
5,$11,Shipped Early,6,$7.43,-76.70%,Office Supplies,Palm Coast,United States,Anthony Jacobs,70.00%,1,28-11-2016,CA-2016-123617,32137,ACCOHIDE Binder by Acco,($6),6,South,$-5.70,$7,Corporate,03-12-2016,Standard Class,Florida,Binders
3,$97,Shipped Late,1,$64.78,-20.00%,Office Supplies,Philadelphia,United States,Karen Carlisle,20.00%,1,02-06-2016,US-2016-128293,19120,Carina Double Wide Media Storage Towers in Natural & Black,($13),1,East,$-12.96,$65,Corporate,05-06-2016,First Class,Pennsylvania,Storage
5,$42,Shipped Early,6,$28.16,47.00%,Office Supplies,Columbus,United States,Vicky Freymann,0.00%,1,17-12-2017,CA-2017-107342,47201,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",$13,4,Central,$13.24,$28,Home Office,22-12-2017,Standard Class,Indiana,Paper
2,$22,Shipped Early,3,$14.98,46.00%,Furniture,Oceanside,United States,Susan Vittorini,0.00%,1,19-03-2016,CA-2016-136371,11572,"GE 4 Foot Flourescent Tube, 40 Watt",$7,1,East,$6.89,$15,Consumer,21-03-2016,Second Class,New York,Furnishings
2,$30,Shipped Early,3,$20.32,34.00%,Furniture,Oceanside,United States,Susan Vittorini,0.00%,1,19-03-2016,CA-2016-136371,11572,"Master Caster Door Stop, Brown",$7,4,East,$6.91,$20,Consumer,21-03-2016,Second Class,New York,Furnishings
0,$60,Shipped On Time,0,$40.29,26.00%,Office Supplies,Franklin,United States,Eleni McCrary,0.00%,1,20-08-2017,CA-2017-137344,2038,"Neat Ideas Personal Hanging Folder Files, Black",$10,3,East,$10.48,$40,Corporate,20-08-2017,Same Day,Massachusetts,Storage
6,$30,Shipped On Time,6,$20.23,47.00%,Office Supplies,Sioux Falls,United States,Raymond Buch,0.00%,1,25-07-2017,CA-2017-169810,57103,Avery 498,$10,7,Central,$9.51,$20,Consumer,31-07-2017,Standard Class,South Dakota,Labels
3,"$2,401",Shipped Late,1,"$1,603.14",6.30%,Furniture,San Diego,United States,Don Jones,20.00%,1,26-08-2016,CA-2016-128594,92037,Global Troy Executive Leather Low-Back Tilter,$100,4,West,$100.20,"$1,603",Corporate,29-08-2016,First Class,California,Chairs
2,$337,Shipped Early,3,$225.30,10.00%,Furniture,Fayetteville,United States,Christopher Conant,20.00%,1,15-08-2016,CA-2016-154690,28314,Hon Olson Stacker Stools,$23,2,South,$22.53,$225,Consumer,17-08-2016,Second Class,North Carolina,Chairs
4,$102,Shipped Early,6,$67.80,6.00%,Technology,Atlanta,United States,Shahid Collister,0.00%,1,19-05-2017,CA-2017-138975,30318,Kingston Digital DataTraveler 32GB USB 2.0,$4,4,South,$4.07,$68,Consumer,23-05-2017,Standard Class,Georgia,Accessories
